,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
340,22,student,single,tertiary,no,691,no,no,cellular,19,338,1,-1,0,unknown,yes
66,32,services,married,secondary,no,1273,yes,no,cellular,16,1365,2,328,1,failure,yes
474,38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,531,2,-1,0,unknown,yes
3041,40,unemployed,married,primary,no,1908,yes,no,cellular,5,1661,2,-1,0,unknown,yes
1913,55,housemaid,married,unknown,no,366,no,no,cellular,5,365,3,57,2,other,yes
1012,32,blue-collar,married,secondary,no,736,yes,no,unknown,23,700,3,-1,0,unknown,no
1367,28,management,single,secondary,no,171,no,no,cellular,5,324,1,87,1,success,yes
2967,55,management,married,tertiary,no,86,no,no,telephone,16,64,1,-1,0,unknown,no
2054,52,technician,married,secondary,no,1818,no,yes,cellular,29,46,4,-1,0,unknown,no
1163,59,retired,married,primary,no,5521,yes,yes,unknown,13,94,1,-1,0,unknown,no
3724,57,blue-collar,married,primary,no,2892,yes,no,unknown,4,235,5,-1,0,unknown,no
2148,33,admin.,divorced,secondary,no,1762,yes,no,cellular,19,146,2,-1,0,unknown,no
3543,40,services,married,secondary,no,1358,no,no,unknown,19,96,1,-1,0,unknown,no
1118,25,technician,single,secondary,no,1199,no,no,cellular,1,287,1,-1,0,unknown,yes
3988,32,management,married,secondary,no,1423,yes,no,unknown,16,223,3,-1,0,unknown,no
3503,23,blue-collar,married,primary,no,1158,yes,no,cellular,16,743,1,-1,0,unknown,no
3182,33,admin.,married,secondary,no,0,yes,no,cellular,17,78,1,-1,0,unknown,no
1094,41,services,married,secondary,no,841,yes,no,cellular,7,250,2,-1,0,unknown,no
3012,19,student,single,unknown,no,108,no,no,cellular,9,273,2,182,1,success,yes
3697,45,technician,married,secondary,no,0,yes,yes,telephone,9,74,1,-1,0,unknown,no
79,31,blue-collar,single,secondary,no,509,yes,no,unknown,23,183,1,-1,0,unknown,no
1554,38,management,married,tertiary,no,1440,no,no,cellular,11,111,2,-1,0,unknown,no
3330,37,technician,married,tertiary,no,2043,no,no,cellular,22,143,4,-1,0,unknown,no
1405,50,technician,divorced,secondary,no,-403,no,yes,cellular,17,130,2,119,2,failure,no
3443,46,services,divorced,unknown,no,3390,no,no,unknown,20,152,3,-1,0,unknown,no
3479,31,services,single,secondary,no,2963,yes,no,unknown,12,124,1,-1,0,unknown,no
3876,49,technician,single,secondary,no,-188,yes,yes,cellular,17,454,1,-1,0,unknown,yes
2411,53,retired,married,tertiary,no,74,yes,no,unknown,15,122,1,-1,0,unknown,no
2086,45,admin.,single,tertiary,no,1683,yes,no,cellular,2,277,1,-1,0,unknown,no
2800,36,blue-collar,married,secondary,no,2357,yes,no,unknown,17,228,2,-1,0,unknown,no
3278,59,blue-collar,married,primary,no,63,no,no,cellular,22,176,6,-1,0,unknown,no
1879,48,technician,married,secondary,yes,0,no,no,unknown,30,682,1,-1,0,unknown,yes
880,54,technician,divorced,secondary,no,2749,yes,no,cellular,3,341,2,-1,0,unknown,no
2466,43,services,married,secondary,no,2478,yes,no,cellular,28,347,1,230,1,failure,no
1272,49,blue-collar,divorced,primary,no,15,yes,no,unknown,27,550,7,-1,0,unknown,no
3535,39,technician,married,secondary,no,2983,no,no,cellular,3,472,1,-1,0,unknown,yes
2373,43,management,married,tertiary,no,40,no,no,cellular,10,147,1,-1,0,unknown,yes
124,55,management,married,tertiary,no,7803,no,no,cellular,15,441,1,-1,0,unknown,yes
3295,53,blue-collar,married,secondary,no,6258,yes,no,telephone,15,62,5,-1,0,unknown,no
2635,43,management,married,tertiary,no,2,no,yes,cellular,20,472,2,-1,0,unknown,no
1668,26,student,single,secondary,no,655,no,no,cellular,16,190,1,-1,0,unknown,yes
1733,27,housemaid,married,secondary,no,4848,yes,yes,telephone,23,82,3,-1,0,unknown,no
343,36,unemployed,married,secondary,no,1466,yes,no,unknown,19,124,1,-1,0,unknown,no
2063,38,blue-collar,married,primary,no,6843,no,no,unknown,2,89,1,-1,0,unknown,no
3876,58,blue-collar,divorced,secondary,no,314,no,no,unknown,25,67,2,-1,0,unknown,no
1600,49,blue-collar,married,primary,no,128,no,no,cellular,12,696,2,-1,0,unknown,yes
908,60,admin.,married,unknown,no,478,no,no,cellular,11,324,8,-1,0,unknown,no
2716,33,technician,single,secondary,no,181,yes,no,cellular,13,25,7,-1,0,unknown,no
175,34,services,married,secondary,no,-538,yes,no,unknown,26,682,1,-1,0,unknown,yes
1009,37,services,married,secondary,no,1498,yes,no,cellular,20,107,1,-1,0,unknown,no
1445,49,management,single,tertiary,no,163,yes,no,cellular,30,281,2,269,3,failure,no
563,86,retired,single,secondary,no,614,no,no,telephone,9,595,1,-1,0,unknown,yes
1800,40,admin.,married,secondary,no,100,yes,no,cellular,9,38,8,-1,0,unknown,no
3877,31,housemaid,single,tertiary,no,2017,yes,no,cellular,28,167,1,286,5,failure,no
2257,50,management,married,tertiary,no,311,no,no,cellular,4,124,5,-1,0,unknown,no
1501,24,student,single,secondary,no,382,no,no,cellular,13,256,2,92,3,failure,yes
2555,32,services,divorced,secondary,no,4612,yes,no,cellular,24,937,4,-1,0,unknown,no
1912,26,technician,single,secondary,no,3,yes,no,unknown,19,610,1,-1,0,unknown,no
748,44,management,married,primary,no,4758,yes,no,cellular,22,712,6,-1,0,unknown,yes
2298,55,technician,married,secondary,no,264,yes,yes,cellular,31,1150,5,-1,0,unknown,yes
2066,48,admin.,divorced,secondary,no,0,yes,yes,cellular,26,94,1,-1,0,unknown,no
458,31,blue-collar,married,primary,no,242,no,no,cellular,29,24,1,-1,0,unknown,no
1910,42,management,divorced,secondary,no,640,no,no,cellular,30,545,1,-1,0,unknown,no
3534,38,blue-collar,divorced,primary,no,-258,yes,no,cellular,14,134,2,370,4,other,no
1664,51,management,married,tertiary,no,469,no,no,cellular,14,491,1,182,3,success,yes
669,37,management,married,tertiary,no,156,no,no,cellular,19,366,3,-1,0,unknown,yes
596,33,management,single,tertiary,no,8514,no,no,cellular,20,131,1,-1,0,unknown,no
2778,35,admin.,single,secondary,no,-32,no,yes,cellular,6,366,2,178,9,success,yes
1475,50,management,married,tertiary,no,29,yes,no,cellular,7,83,4,266,20,other,no
2102,30,technician,single,tertiary,no,3291,yes,no,unknown,19,1218,3,-1,0,unknown,yes
1769,30,management,married,tertiary,no,160,yes,no,cellular,30,83,4,-1,0,unknown,no
1391,25,student,single,secondary,no,486,no,no,cellular,13,273,3,199,4,failure,yes
1390,33,management,married,tertiary,no,22867,yes,no,cellular,10,165,1,92,5,success,no
675,32,management,single,tertiary,no,4638,no,no,cellular,29,180,1,-1,0,unknown,no
53,43,technician,married,secondary,no,-57,no,no,cellular,28,41,1,-1,0,unknown,no
2838,40,management,single,tertiary,no,867,yes,yes,unknown,12,145,4,-1,0,unknown,no
1717,43,technician,married,primary,no,-441,yes,no,cellular,14,216,3,-1,0,unknown,no
435,33,blue-collar,married,secondary,no,328,yes,no,cellular,18,160,2,182,1,failure,no
1433,50,blue-collar,divorced,secondary,no,41,yes,no,unknown,6,190,1,-1,0,unknown,no
3575,37,technician,single,secondary,no,1130,no,no,cellular,26,152,1,-1,0,unknown,yes
1589,31,management,single,tertiary,no,350,no,no,cellular,18,471,2,-1,0,unknown,no
962,30,services,married,secondary,no,0,yes,yes,unknown,3,185,1,-1,0,unknown,no
481,57,unemployed,married,primary,no,5126,yes,no,cellular,2,113,2,-1,0,unknown,no
3633,57,retired,divorced,tertiary,no,2516,yes,no,unknown,15,1036,1,-1,0,unknown,no
800,42,blue-collar,married,primary,no,479,yes,no,unknown,9,391,2,-1,0,unknown,no
3315,36,admin.,single,tertiary,no,1568,no,no,unknown,17,433,2,-1,0,unknown,no
1824,29,blue-collar,married,primary,no,220,yes,no,unknown,4,187,2,-1,0,unknown,no
3417,36,housemaid,divorced,secondary,no,181,yes,no,cellular,18,354,1,-1,0,unknown,no
1095,50,retired,married,primary,no,420,no,no,unknown,5,107,1,-1,0,unknown,no
3709,34,management,single,tertiary,no,1228,no,no,cellular,30,580,2,84,8,success,yes
894,50,housemaid,married,primary,no,5296,no,no,cellular,19,64,7,-1,0,unknown,no
1825,45,blue-collar,married,secondary,no,1577,yes,no,cellular,17,188,1,-1,0,unknown,no
438,80,retired,married,primary,no,997,no,no,cellular,29,746,2,86,1,other,yes
37,30,entrepreneur,single,tertiary,no,999,no,no,cellular,22,157,3,-1,0,unknown,no
2940,31,admin.,single,secondary,no,8626,no,no,cellular,25,159,1,111,1,failure,no
2330,38,blue-collar,married,primary,no,-459,yes,yes,cellular,19,219,2,-1,0,unknown,no
662,39,blue-collar,single,primary,no,581,yes,no,cellular,27,233,1,270,1,other,yes
1773,48,blue-collar,married,secondary,no,863,yes,no,telephone,4,412,5,350,2,success,yes
3454,73,retired,married,tertiary,no,1843,no,no,cellular,11,106,2,-1,0,unknown,yes
2380,31,management,single,secondary,yes,0,no,no,cellular,11,112,4,85,2,failure,no
2195,31,blue-collar,married,secondary,no,1329,yes,yes,unknown,9,134,1,-1,0,unknown,no
879,45,management,married,tertiary,no,1293,no,no,telephone,16,188,3,-1,0,unknown,no
744,35,technician,single,tertiary,no,2012,yes,no,unknown,20,413,2,-1,0,unknown,no
296,32,technician,married,secondary,yes,-71,yes,no,unknown,28,78,2,-1,0,unknown,no
1952,27,technician,single,tertiary,no,372,yes,yes,cellular,25,728,2,-1,0,unknown,yes
2685,32,management,single,secondary,no,453,yes,no,cellular,2,544,1,269,2,failure,no
1228,40,housemaid,married,secondary,no,116,no,no,cellular,11,1099,4,-1,0,unknown,no
2729,29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,379,5,-1,0,unknown,yes
2679,40,blue-collar,single,secondary,no,5483,no,no,cellular,29,76,2,-1,0,unknown,no
2655,32,management,married,secondary,no,134,yes,yes,cellular,15,532,3,-1,0,unknown,yes
3744,57,technician,married,secondary,no,0,no,no,cellular,7,236,1,-1,0,unknown,no
3651,31,blue-collar,married,secondary,no,822,yes,no,unknown,13,185,6,-1,0,unknown,no
3143,29,blue-collar,married,secondary,no,1,yes,no,unknown,6,215,1,-1,0,unknown,no
2296,55,blue-collar,married,secondary,no,-473,yes,no,unknown,26,233,1,-1,0,unknown,no
1328,47,management,married,tertiary,no,1884,yes,yes,cellular,19,74,2,-1,0,unknown,no
341,36,admin.,married,secondary,no,39,yes,no,cellular,7,194,2,-1,0,unknown,no
397,35,admin.,single,secondary,no,507,yes,no,cellular,22,560,2,-1,0,unknown,yes
2768,29,admin.,single,secondary,no,-309,yes,yes,unknown,4,215,1,-1,0,unknown,no
155,57,admin.,married,secondary,no,169,no,no,cellular,30,319,1,86,1,success,no
2689,43,entrepreneur,married,secondary,no,0,no,no,telephone,4,6,4,-1,0,unknown,no
762,46,blue-collar,married,primary,no,977,no,yes,telephone,2,436,3,-1,0,unknown,yes
3789,60,retired,married,unknown,no,209,no,no,cellular,14,391,3,106,1,failure,yes
1260,44,technician,single,secondary,no,365,yes,no,unknown,8,169,2,-1,0,unknown,no
2745,30,management,single,tertiary,no,502,no,no,cellular,11,463,3,95,6,success,yes
827,53,blue-collar,married,secondary,no,5700,yes,no,unknown,14,97,1,-1,0,unknown,no
3119,30,technician,married,secondary,no,-280,yes,no,cellular,17,609,2,266,2,failure,no
3901,26,admin.,single,secondary,no,-235,yes,no,unknown,16,103,1,-1,0,unknown,no
3013,32,technician,single,secondary,no,6402,yes,no,cellular,20,628,1,-1,0,unknown,yes
2801,58,management,married,tertiary,no,37,no,no,cellular,28,236,2,-1,0,unknown,no
2352,46,housemaid,married,primary,no,19,yes,no,telephone,21,171,1,-1,0,unknown,no
1238,43,management,married,unknown,no,587,yes,no,cellular,5,11,6,231,9,failure,no
3442,43,technician,single,secondary,no,59,yes,no,unknown,11,107,19,-1,0,unknown,no
1034,29,technician,married,secondary,no,493,yes,yes,unknown,2,132,6,-1,0,unknown,no
528,48,services,married,unknown,no,1705,yes,no,unknown,5,107,1,-1,0,unknown,no
576,47,management,married,unknown,no,150,no,no,unknown,9,52,1,-1,0,unknown,no
1874,41,management,married,tertiary,no,27696,no,no,cellular,30,108,1,-1,0,unknown,no
3360,35,admin.,married,secondary,no,1098,yes,yes,unknown,2,143,2,-1,0,unknown,no
312,57,technician,married,secondary,no,93,no,no,unknown,9,82,2,-1,0,unknown,no
3679,35,admin.,divorced,secondary,no,869,yes,no,unknown,29,173,1,-1,0,unknown,no
865,37,blue-collar,married,secondary,no,1053,no,no,unknown,16,405,3,-1,0,unknown,no
1422,30,technician,single,secondary,no,194,no,yes,cellular,27,60,3,-1,0,unknown,no
1747,41,unemployed,divorced,primary,no,487,no,no,cellular,16,163,1,200,1,failure,no
3289,33,technician,single,tertiary,no,2565,yes,no,cellular,13,128,2,-1,0,unknown,no
3949,49,self-employed,married,secondary,no,2061,yes,yes,unknown,30,137,3,-1,0,unknown,no
696,51,blue-collar,married,primary,no,3170,yes,no,unknown,29,51,1,-1,0,unknown,no
3635,79,housemaid,married,primary,no,0,no,no,cellular,18,90,1,-1,0,unknown,no
3058,59,retired,married,primary,no,213,no,no,cellular,27,184,3,-1,0,unknown,no
3111,37,services,married,secondary,no,658,yes,no,telephone,23,175,1,-1,0,unknown,no
1748,65,retired,married,primary,no,308,no,no,cellular,1,400,1,-1,0,unknown,yes
1218,63,retired,married,secondary,no,1486,no,no,cellular,14,698,5,316,3,other,no
189,42,blue-collar,married,secondary,no,2152,yes,no,cellular,5,319,2,169,1,failure,no
1933,29,unemployed,single,secondary,no,670,yes,no,unknown,26,6,1,-1,0,unknown,no
38,31,self-employed,single,secondary,no,1086,no,no,cellular,20,410,1,-1,0,unknown,no
1465,55,blue-collar,married,primary,no,1373,no,no,unknown,9,1087,2,-1,0,unknown,no
3023,43,admin.,married,secondary,no,316,yes,no,cellular,17,289,1,-1,0,unknown,no
2240,31,management,single,tertiary,no,3384,no,no,cellular,22,247,3,187,3,success,yes
3486,41,admin.,married,secondary,no,752,no,yes,cellular,8,86,4,-1,0,unknown,no
1556,53,unknown,married,secondary,no,16,no,no,unknown,9,100,1,-1,0,unknown,no
2596,59,blue-collar,married,primary,no,3540,no,no,cellular,8,165,1,-1,0,unknown,no
2317,41,self-employed,married,tertiary,no,0,yes,no,telephone,29,395,3,426,1,other,yes
1072,38,management,married,tertiary,no,0,yes,no,telephone,12,136,1,-1,0,unknown,no
3295,31,management,single,tertiary,no,0,no,no,cellular,28,35,31,-1,0,unknown,no
3369,44,blue-collar,married,secondary,no,0,no,no,unknown,18,26,7,-1,0,unknown,no
1660,54,blue-collar,married,primary,no,6242,yes,no,cellular,7,162,1,-1,0,unknown,no
3382,24,student,single,secondary,no,822,no,no,cellular,27,184,1,91,2,failure,yes
3923,44,services,married,secondary,no,-236,yes,no,cellular,18,218,2,113,7,success,no
2275,30,technician,single,secondary,no,102,yes,no,unknown,7,614,2,-1,0,unknown,no
1365,51,management,single,tertiary,no,2523,yes,no,cellular,16,150,1,-1,0,unknown,no
1890,34,management,single,tertiary,no,27,no,yes,cellular,22,255,1,-1,0,unknown,no
1446,56,retired,married,tertiary,no,142,no,yes,cellular,14,329,5,-1,0,unknown,no
3983,51,blue-collar,divorced,secondary,no,216,yes,no,unknown,27,213,2,-1,0,unknown,no
1563,32,management,single,tertiary,no,470,no,no,cellular,19,286,2,-1,0,unknown,no
1473,38,services,married,tertiary,no,-121,yes,no,unknown,21,288,1,-1,0,unknown,no
3828,28,technician,single,secondary,no,227,no,no,cellular,30,278,1,-1,0,unknown,yes
3367,26,services,single,secondary,no,8206,yes,no,unknown,13,213,2,-1,0,unknown,no
504,32,management,married,tertiary,no,2044,yes,no,cellular,19,477,1,-1,0,unknown,no
473,37,services,married,secondary,no,1616,yes,no,cellular,28,418,3,-1,0,unknown,no
3512,50,blue-collar,divorced,primary,no,388,no,no,cellular,5,701,1,-1,0,unknown,no
1552,30,admin.,married,secondary,no,214,yes,yes,unknown,26,219,1,-1,0,unknown,no
3234,47,self-employed,married,secondary,no,3279,no,no,cellular,21,189,4,-1,0,unknown,no
2362,30,blue-collar,single,secondary,no,573,yes,no,unknown,12,116,2,-1,0,unknown,no
769,61,retired,divorced,primary,no,3624,no,no,cellular,25,342,1,-1,0,unknown,yes
2769,34,admin.,married,tertiary,no,79,yes,no,cellular,5,203,1,92,5,success,yes
3337,46,blue-collar,married,secondary,no,922,no,yes,cellular,14,151,2,-1,0,unknown,no
3680,46,unemployed,divorced,secondary,no,0,no,no,cellular,30,638,3,-1,0,unknown,no
3093,31,technician,single,tertiary,no,1320,no,no,cellular,4,377,1,-1,0,unknown,no
1610,53,technician,married,secondary,no,65,no,no,cellular,25,99,1,92,2,failure,no
619,33,admin.,married,tertiary,no,88,yes,yes,cellular,18,86,1,-1,0,unknown,no
89,49,blue-collar,married,secondary,no,0,yes,no,telephone,11,52,1,-1,0,unknown,no
3203,54,blue-collar,married,secondary,no,153,no,no,unknown,20,7,12,-1,0,unknown,no
797,35,management,single,tertiary,no,53,no,yes,cellular,12,80,4,-1,0,unknown,no
1007,50,management,married,tertiary,no,3284,yes,no,unknown,9,51,3,-1,0,unknown,no
3306,32,technician,single,tertiary,no,2481,no,no,cellular,18,547,11,-1,0,unknown,no
1033,32,blue-collar,married,secondary,no,944,no,no,cellular,13,231,2,362,1,other,no
3039,29,blue-collar,single,secondary,no,8079,no,yes,cellular,10,171,1,-1,0,unknown,no
2121,40,admin.,divorced,secondary,no,274,yes,yes,cellular,25,53,4,-1,0,unknown,no
2999,45,services,married,secondary,no,-406,yes,yes,cellular,21,276,2,-1,0,unknown,no
1918,36,housemaid,married,secondary,no,2880,no,no,unknown,12,283,1,-1,0,unknown,no
244,33,entrepreneur,single,tertiary,no,1623,yes,no,cellular,2,291,3,-1,0,unknown,yes
1636,53,entrepreneur,married,secondary,no,111,yes,no,cellular,20,600,3,189,2,failure,no
202,47,unemployed,married,tertiary,no,1725,yes,yes,cellular,30,183,2,-1,0,unknown,no
3288,53,blue-collar,single,primary,no,354,yes,no,cellular,29,133,1,226,2,failure,no
1464,43,services,single,secondary,no,550,yes,no,cellular,13,107,2,-1,0,unknown,no
2193,75,retired,married,primary,no,1765,no,no,telephone,11,282,2,181,2,success,no
811,47,technician,married,secondary,no,83,yes,no,unknown,6,179,2,-1,0,unknown,no
3714,45,technician,married,secondary,no,1732,no,no,cellular,7,163,2,-1,0,unknown,no
2739,51,entrepreneur,married,primary,no,1443,no,no,cellular,26,574,1,97,10,success,no
2639,52,technician,married,secondary,no,195,yes,no,cellular,26,145,1,98,2,failure,no
195,31,technician,married,secondary,no,0,no,no,cellular,14,347,4,-1,0,unknown,no
2945,32,management,married,tertiary,no,2853,yes,yes,cellular,4,419,1,-1,0,unknown,no
568,47,services,married,secondary,no,367,yes,no,cellular,12,309,1,306,4,success,yes
3491,72,retired,married,primary,no,1388,no,no,telephone,20,513,1,-1,0,unknown,yes
242,33,management,married,tertiary,no,1071,no,no,cellular,12,83,4,-1,0,unknown,no
322,49,unemployed,married,tertiary,no,377,no,no,cellular,22,158,1,59,2,failure,no
3216,32,management,single,tertiary,no,46,no,no,cellular,21,788,6,-1,0,unknown,yes
1072,48,management,divorced,unknown,no,343,no,no,cellular,4,191,1,-1,0,unknown,no
2818,50,technician,married,secondary,no,2,yes,yes,cellular,14,171,3,-1,0,unknown,no
185,41,admin.,divorced,secondary,no,220,yes,no,cellular,14,142,2,88,2,failure,no
1178,35,blue-collar,married,primary,no,63,no,yes,cellular,7,243,2,-1,0,unknown,no
1625,30,self-employed,married,tertiary,no,1930,no,no,cellular,20,80,1,-1,0,unknown,no
641,28,technician,single,tertiary,no,387,yes,no,cellular,28,455,1,-1,0,unknown,no
792,32,housemaid,married,tertiary,no,357,yes,no,cellular,18,175,2,-1,0,unknown,no
1713,55,blue-collar,married,primary,no,663,yes,no,cellular,6,230,1,-1,0,unknown,no
1984,36,services,married,secondary,no,1053,yes,no,telephone,30,99,1,259,1,failure,no
650,30,admin.,single,secondary,no,915,yes,no,unknown,27,370,1,-1,0,unknown,yes
1872,26,management,single,tertiary,no,2786,no,no,cellular,23,415,1,-1,0,unknown,yes
420,41,blue-collar,married,primary,no,191,yes,no,unknown,8,67,1,-1,0,unknown,no
2588,32,technician,married,secondary,no,2802,no,no,cellular,20,157,2,-1,0,unknown,no
461,42,management,divorced,tertiary,no,621,no,yes,cellular,22,87,2,-1,0,unknown,no
3547,28,technician,single,secondary,no,5763,no,yes,cellular,5,196,2,-1,0,unknown,yes
3462,55,technician,married,unknown,no,574,yes,no,cellular,29,243,2,-1,0,unknown,no
156,45,services,divorced,secondary,no,88,no,yes,cellular,7,332,1,-1,0,unknown,no
2151,44,services,divorced,secondary,no,0,yes,no,cellular,11,151,2,370,2,failure,no
